"Confirmed date","Country","HPAI strain","WOAH Classification","Cases"
2022-05-13,"USA","EA H5N1","Captive birdss",5
2022-05-13,"USA","EA H5N1","Wild birds",36
2022-05-13,"USA","EA/AM H5N1","Captive birdss",11
2022-05-13,"USA","EA/AM H5N1","Wild birds",9
2022-05-13,"USA","H5N1","Mammals",7
2022-05-16,"USA","EA H5","Wild birds",1
2022-05-16,"USA","EA/AM H5N1","Wild birds",11
2022-05-16,"USA","H5N1","Mammals",5
2022-05-17,"USA","EA H5","Wild birds",2
2022-05-17,"USA","EA H5N1","Captive birdss",2
2022-05-17,"USA","EA H5N1","Wild birds",20
2022-05-17,"USA","EA/AM H5N1","Captive birdss",3
2022-05-17,"USA","EA/AM H5N1","Wild birds",13
2022-05-18,"USA","EA H5N1","Captive birdss",2
2022-05-18,"USA","EA H5N1","Wild birds",17
2022-05-18,"USA","EA/AM H5N1","Wild birds",5
2022-05-18,"USA","H5N1","Mammals",1
2022-05-19,"USA","EA H5N1","Captive birdss",2
2022-05-19,"USA","EA H5N1","Wild birds",32
2022-05-19,"USA","EA/AM H5N1","Captive birdss",2
2022-05-19,"USA","EA/AM H5N1","Wild birds",1
2022-05-19,"USA","H5N1","Mammals",1
2022-05-20,"USA","EA H5N1","Captive birdss",3
2022-05-20,"USA","EA H5N1","Wild birds",27
2022-05-20,"USA","EA/AM H5N1","Captive birdss",2
2022-05-20,"USA","EA/AM H5N1","Wild birds",7
2022-05-23,"USA","EA H5N1","Captive birdss",2
2022-05-23,"USA","EA H5N1","Wild birds",16
2022-05-23,"USA","EA/AM H5N1","Captive birdss",1
2022-05-23,"USA","EA/AM H5N1","Wild birds",5
2022-05-24,"USA","EA H5N1","Captive birdss",1
2022-05-24,"USA","EA H5N1","Wild birds",3
2022-05-24,"USA","EA/AM H5N1","Wild birds",2
2022-05-24,"USA","H5N1","Mammals",2
2022-05-25,"USA","EA H5N1","Captive birdss",1
2022-05-25,"USA","EA H5N1","Wild birds",13
2022-05-25,"USA","EA/AM H5N1","Wild birds",2
2022-05-25,"USA","EAH5","Captive birdss",1
2022-05-25,"USA","H5N1","Mammals",1
2022-05-26,"USA","EA H5N1","Captive birdss",1
2022-05-26,"USA","EA H5N1","Wild birds",14
2022-05-26,"USA","EA/AM H5N1","Captive birdss",5
2022-05-26,"USA","EA/AM H5N1","Wild birds",2
2022-05-27,"USA","EA H5N1","Captive birdss",1
2022-05-27,"USA","EA H5N1","Wild birds",15
2022-05-27,"USA","EA/AM H5N1","Wild birds",1
2022-05-27,"USA","H5N1","Mammals",3
2022-05-31,"USA","EA H5N1","Captive birdss",2
2022-05-31,"USA","EA H5N1","Wild birds",22
2022-05-31,"USA","EA/AM H5N1","Captive birdss",1
2022-05-31,"USA","EA/AM H5N1","Wild birds",3
2022-05-31,"USA","H5N1","Mammals",2
2022-06-01,"USA","EA H5N1","Wild birds",15
2022-06-02,"USA","EA H5N1","Wild birds",14
2022-06-02,"USA","EA/AM H5N1","Wild birds",4
2022-06-02,"USA","H5N1","Mammals",1
2022-06-03,"USA","EA H5N1","Captive birdss",1
2022-06-03,"USA","EA H5N1","Wild birds",6
2022-06-03,"USA","EA/AM H5N1","Captive birdss",2
2022-06-03,"USA","EA/AM H5N1","Wild birds",11
2022-06-03,"USA","H5N1","Mammals",1
2022-06-07,"USA","EA H5N1","Captive birdss",1
2022-06-07,"USA","EA H5N1","Wild birds",11
2022-06-07,"USA","EA/AM H5N1","Captive birdss",1
2022-06-07,"USA","EA/AM H5N1","Wild birds",4
2022-06-07,"USA","H5N1","Mammals",1
2022-06-08,"USA","EA H5N1","Wild birds",9
2022-06-08,"USA","EA/AM H5N1","Wild birds",23
2022-06-08,"USA","H5N1","Mammals",2
2022-06-09,"USA","EA H5N1","Wild birds",7
2022-06-09,"USA","EA/AM H5N1","Captive birdss",1
2022-06-09,"USA","EA/AM H5N1","Wild birds",3
2022-06-09,"USA","H5N1","Mammals",4
2022-06-10,"USA","EA H5N1","Wild birds",8
2022-06-10,"USA","EA/AM H5N1","Wild birds",19
2022-06-14,"USA","EA H5N1","Wild birds",24
2022-06-14,"USA","EA/AM H5N1","Captive birdss",1
2022-06-14,"USA","EA/AM H5N1","Wild birds",4
2022-06-14,"USA","H5N1","Mammals",4
2022-06-15,"USA","EA H5N1","Wild birds",7
2022-06-15,"USA","EA/AM H5N1","Wild birds",6
2022-06-16,"USA","EA H5N1","Wild birds",2
2022-06-16,"USA","EA/AM H5N1","Wild birds",9
2022-06-17,"USA","EA H5N1","Wild birds",1
2022-06-17,"USA","EA/AM H5N1","Wild birds",8
2022-06-17,"USA","H5N1","Mammals",4
2022-06-21,"USA","EA/AM H5N1","Wild birds",6
2022-06-21,"USA","H5N1","Mammals",1
2022-06-22,"USA","EA H5N1","Wild birds",1
2022-06-22,"USA","EA/AM H5N1","Captive birdss",1
2022-06-22,"USA","EA/AM H5N1","Wild birds",4
2022-06-22,"USA","H5N1","Mammals",2
2022-06-24,"USA","EA H5","Wild birds",1
2022-06-24,"USA","EA H5N1","Captive birdss",1
2022-06-24,"USA","EA H5N1","Wild birds",22
2022-06-24,"USA","EA/AM H5N1","Wild birds",2
2022-06-24,"USA","H5N1","Mammals",2
2022-06-28,"USA","EA H5N1","Wild birds",1
2022-06-28,"USA","EA/AM H5N1","Wild birds",4
2022-06-29,"USA","EA H5N1","Wild birds",2
2022-06-29,"USA","EA/AM H5N1","Wild birds",10
2022-06-29,"USA","H5N1","Mammals",1
2022-07-01,"USA","H5N1","Mammals",4
2022-07-06,"USA","EA /AM H5N1","Wild birds",1
2022-07-06,"USA","EA H5N1","Captive birdss",1
2022-07-06,"USA","EA H5N1","Wild birds",26
2022-07-06,"USA","EA/AM H5N1","Mammals",1
2022-07-06,"USA","EA/AM H5N1","Wild birds",8
2022-07-07,"USA","EA H5N1","Wild birds",8
2022-07-07,"USA","EA/AM H5N1","Mammals",1
2022-07-07,"USA","EA/AM H5N1","Wild birds",1
2022-07-08,"USA","EA H5N1","Wild birds",4
2022-07-08,"USA","EA/AM H5N1","Wild birds",1
2022-07-11,"USA","EA H5","Wild birds",1
2022-07-11,"USA","EA H5N1","Captive birdss",1
2022-07-11,"USA","EA H5N1","Wild birds",5
2022-07-11,"USA","EA/AM H5N1","Wild birds",22
2022-07-11,"USA","H5N1","Mammals",6
2022-07-12,"USA","EA H5N1","Captive birdss",1
2022-07-12,"USA","EA/AM H5N1","Wild birds",2
2022-07-14,"USA","EA H5N1","Wild birds",2
2022-07-14,"USA","EA/AM H5N1","Wild birds",10
2022-07-15,"USA","EA H5N1","Wild birds",4
2022-07-15,"USA","EA/AM H5N1","Wild birds",7
2022-07-18,"USA","EA H5N1","Wild birds",8
2022-07-18,"USA","EA/AM H5N1","Wild birds",6
2022-07-18,"USA","H5N1","Mammals",1
2022-07-19,"USA","EA/AM H5N1","Wild birds",2
2022-07-20,"USA","EA H5N1","Wild birds",2
2022-07-20,"USA","EA/AM H5N1","Wild birds",3
2022-07-21,"USA","EA H5N1","Captive birdss",2
2022-07-21,"USA","EA H5N1","Wild birds",1
2022-07-21,"USA","EA/AM H5N1","Wild birds",4
2022-07-22,"USA","EA H5N1","Wild birds",1
2022-07-22,"USA","EA/AM H5N1","Wild birds",1
2022-07-25,"USA","EA H5N1","Wild birds",26
2022-07-25,"USA","EA/AM H5N1","Wild birds",7
2022-07-25,"USA","H5N1","Mammals",6
2022-07-27,"USA","EA H5N1","Wild birds",1
2022-07-27,"USA","EA/AM H5","Wild birds",1
2022-07-27,"USA","EA/AM H5N1","Wild birds",3
2022-07-28,"USA","EA H5N1","Wild birds",4
2022-07-28,"USA","EA/AM H5N1","Wild birds",6
2022-07-29,"USA","EA H5N1","Wild birds",4
2022-07-29,"USA","EA/AM H5N1","Wild birds",3
2022-08-01,"USA","EA H5N1","Captive birdss",1
2022-08-01,"USA","EA H5N1","Wild birds",6
2022-08-03,"USA","EA H5N1","Wild birds",6
2022-08-03,"USA","EA/AM H5N1","Wild birds",9
2022-08-03,"USA","H5N1","Mammals",1
2022-08-05,"USA","EA H5N1","Wild birds",4
2022-08-05,"USA","EA/AM H5N1","Wild birds",5
2022-08-05,"USA","EAAM H5N1","Wild birds",1
2022-08-08,"USA","EA/AM H5N1","Wild birds",2
2022-08-09,"USA","EA H5N1","Captive birdss",1
2022-08-09,"USA","EA H5N1","Wild birds",1
2022-08-09,"USA","EA/AM H5N1","Wild birds",7
2022-08-11,"USA","EA H5N1","Wild birds",7
2022-08-11,"USA","EA/AM H5N1","Wild birds",25
2022-08-12,"USA","EA H5N1","Wild birds",1
2022-08-15,"USA","EA H5","Wild birds",3
2022-08-15,"USA","EA H5N1","Captive birdss",2
2022-08-15,"USA","EA H5N1","Wild birds",27
2022-08-15,"USA","H5N1","Mammals",1
2022-08-16,"USA","EA H5N1","Wild birds",1
2022-08-17,"USA","EA H5N1","Wild birds",10
2022-08-17,"USA","EA/AM H5N1","Mammals",1
2022-08-18,"USA","EA H5N1","Wild birds",12
2022-08-18,"USA","EA/AM H5N1","Wild birds",1
2022-08-22,"USA","EA H5N1","Wild birds",12
2022-08-22,"USA","EA/AM H5N1","Wild birds",4
2022-08-23,"USA","EA H5N1","Wild birds",3
2022-08-24,"USA","EA H5N1","Captive birdss",1
2022-08-24,"USA","EA H5N1","Wild birds",7
2022-08-26,"USA","EA H5N1","Wild birds",7
2022-08-26,"USA","IAV","Wild birds",1
2022-08-29,"USA","EA H5","Wild birds",1
2022-08-29,"USA","EA H5N1","Wild birds",17
2022-08-30,"USA","EA H5","Wild birds",2
2022-08-30,"USA","EA H5N1","Wild birds",4
2022-08-31,"USA","EA H5N1","Wild birds",1
2022-09-01,"USA","EA H5","Wild birds",1
2022-09-01,"USA","EA H5N1","Wild birds",47
2022-09-01,"USA","EA/AM H5N1","Wild birds",2
2022-09-02,"USA","EA H5N1","Wild birds",16
2022-09-02,"USA","EA/AM H5N1","Captive birdss",2
2022-09-02,"USA","EA/AM H5N1","Wild birds",2
2022-09-08,"USA","EA H5","Wild birds",1
2022-09-08,"USA","EA H5N1","Captive birdss",2
2022-09-08,"USA","EA H5N1","Wild birds",31
2022-09-08,"USA","EA/AM H5N1","Wild birds",9
2022-09-09,"USA","EA H5N1","Captive birdss",9
2022-09-09,"USA","EA H5N1","Wild birds",17
2022-09-13,"USA","EA H5","Wild birds",4
2022-09-13,"USA","EA H5N1","Captive birdss",2
2022-09-13,"USA","EA H5N1","Wild birds",117
2022-09-13,"USA","EA/AM H5N1","Captive birdss",1
2022-09-13,"USA","EA/AM H5N1","Wild birds",5
2022-09-15,"USA","EA H5","Wild birds",2
2022-09-15,"USA","EA H5N1","Captive birdss",7
2022-09-15,"USA","EA H5N1","Wild birds",52
2022-09-15,"USA","EA/AM H5N1","Captive birdss",1
2022-09-15,"USA","EA/AM H5N1","Wild birds",5
2022-09-16,"USA","EA H5","Wild birds",1
2022-09-16,"USA","EA H5N1","Wild birds",17
2022-09-16,"USA","EA/AM H5N1","Wild birds",9
2022-09-19,"USA","EA H5","Wild birds",2
2022-09-19,"USA","EA H5N1","Captive birdss",1
2022-09-19,"USA","EA H5N1","Wild birds",17
2022-09-19,"USA","EA/AM H5N1","Captive birdss",2
2022-09-19,"USA","EA/AM H5N1","Wild birds",8
2022-09-20,"USA","EA H5N1","Captive birdss",3
2022-09-20,"USA","EA H5N1","Wild birds",35
2022-09-20,"USA","EA/AM H5N1","Wild birds",1
2022-09-21,"USA","EA H5N1","Captive birdss",4
2022-09-21,"USA","EA H5N1","Wild birds",13
2022-09-23,"USA","EA H5","Wild birds",9
2022-09-23,"USA","EA H5N1","Captive birdss",4
2022-09-23,"USA","EA H5N1","Wild birds",101
2022-09-23,"USA","EA/AM H5N1","Wild birds",14
2022-09-27,"USA","H5N1","Mammals",1
2022-09-28,"USA","EA H5N1","Captive birdss",4
2022-09-28,"USA","EA H5N1","Wild birds",29
2022-09-28,"USA","EA/AM H5N1","Captive birdss",1
2022-09-28,"USA","EA/AM H5N1","Wild birds",15
2022-09-29,"USA","EA H5","Wild birds",1
2022-09-29,"USA","EA H5N1","Captive birdss",4
2022-09-29,"USA","EA H5N1","Wild birds",31
2022-09-30,"USA","EA H5","Wild birds",2
2022-09-30,"USA","EA H5N1","Captive birdss",10
2022-09-30,"USA","EA H5N1","Wild birds",31
2022-09-30,"USA","EA/AM H5N1","Captive birdss",4
2022-09-30,"USA","EA/AM H5N1","Wild birds",4
2022-10-03,"USA","EA H5","Wild birds",5
2022-10-03,"USA","EA H5N1","Wild birds",55
2022-10-04,"USA","EA H5","Captive birdss",1
2022-10-04,"USA","EA H5N1","Captive birdss",3
2022-10-04,"USA","EA H5N1","Wild birds",18
2022-10-04,"USA","EA/AM H5N1","Captive birdss",2
2022-10-04,"USA","EA/AM H5N1","Wild birds",1
2022-10-06,"USA","EA H5N1","Captive birdss",7
2022-10-06,"USA","EA H5N1","Wild birds",2
2022-10-06,"USA","H5N1","Mammals",4
2022-10-07,"USA","EA H5","Wild birds",4
2022-10-07,"USA","EA H5N1","Wild birds",72
2022-10-07,"USA","EA/AM H5N1","Wild birds",5
2022-10-11,"USA","EA H5","Captive birdss",1
2022-10-11,"USA","EA H5","Wild birds",14
2022-10-11,"USA","EA/AM H5N1","Wild birds",3
2022-10-12,"USA","EA H5","Captive birdss",4
2022-10-12,"USA","EA H5","Wild birds",12
2022-10-12,"USA","EA/AM H5N1","Captive birdss",2
2022-10-12,"USA","EA/AM H5N1","Wild birds",2
2022-10-13,"USA","EA H5","Wild birds",22
2022-10-13,"USA","EA H5N1","Wild birds",2
2022-10-13,"USA","EA/AM H5N1","Wild birds",4
2022-10-17,"USA","EA H5","Wild birds",33
2022-10-17,"USA","EA/AM H5","Wild birds",1
2022-10-17,"USA","EA/AM H5N1","Wild birds",1
2022-10-19,"USA","EA H5","Wild birds",2
2022-10-19,"USA","EA H5N1","Captive birdss",3
2022-10-19,"USA","EA H5N1","Wild birds",6
2022-10-19,"USA","EA/AM H5N1","Captive birdss",6
2022-10-19,"USA","EA/AM H5N1","Wild birds",22
2022-10-25,"USA","EA H5","Wild birds",200
2022-10-25,"USA","EA H5N1","Captive birdss",11
2022-10-25,"USA","EA H5N1","Wild birds",140
2022-10-25,"USA","EA/AM H5N1","Captive birdss",2
2022-10-25,"USA","EA/AM H5N1","Wild birds",10
2022-10-26,"USA","EA H5","Captive birdss",1
2022-10-26,"USA","EA H5","Wild birds",2
2022-10-26,"USA","EA H5N1","Captive birdss",1
2022-10-26,"USA","EA H5N1","Wild birds",13
2022-10-26,"USA","H5N1","Mammals",1
2022-10-27,"USA","EA H5","Wild birds",4
2022-10-27,"USA","EA H5N1","Captive birdss",1
2022-10-27,"USA","EA H5N1","Wild birds",47
2022-10-27,"USA","EA/AM H5N1","Captive birdss",1
2022-10-27,"USA","EA/AM H5N1","Wild birds",1
2022-10-27,"USA","H5N1","Mammals",1
2022-10-28,"USA","EA H5N1","Captive birdss",8
2022-10-28,"USA","EA H5N1","Wild birds",72
2022-10-28,"USA","H5N1","Mammals",1
2022-10-31,"USA","EA H5","Wild birds",5
2022-10-31,"USA","EA H5N1","Captive birdss",5
2022-10-31,"USA","EA H5N1","Wild birds",62
2022-11-01,"USA","EA H5","Wild birds",1
2022-11-01,"USA","EA H5N1","Captive birdss",1
2022-11-01,"USA","EA H5N1","Wild birds",50
2022-11-01,"USA","EA/AM H5N1","Wild birds",1
2022-11-02,"USA","EA H5","Wild birds",1
2022-11-02,"USA","EA/AM H5N1","Wild birds",3
2022-11-03,"USA","EA H5","Wild birds",1
2022-11-03,"USA","EA H5N1","Wild birds",43
2022-11-03,"USA","EA/AM H5","Wild birds",7
2022-11-03,"USA","EA/AM H5N1","Wild birds",20
2022-11-03,"USA","H5N1","Mammals",1
2022-11-04,"USA","EA H5N1","Wild birds",5
2022-11-08,"USA","EA H5N1","Captive birdss",2
2022-11-08,"USA","EA H5N1","Wild birds",42
2022-11-09,"USA","EA H5N1","Captive birdss",7
2022-11-09,"USA","EA H5N1","Wild birds",49
2022-11-10,"USA","EA H5N1","Captive birdss",1
2022-11-10,"USA","EA H5N1","Wild birds",31
2022-11-10,"USA","H5N1","Mammals",1
2022-11-14,"USA","EA H5N1","Captive birdss",2
2022-11-14,"USA","EA H5N1","Wild birds",12
2022-11-15,"USA","EA H5N1","Captive birdss",9
2022-11-15,"USA","EA H5N1","Wild birds",15
2022-11-16,"USA","EA H5","Wild birds",1
2022-11-16,"USA","EA H5N1","Captive birdss",1
2022-11-16,"USA","EA H5N1","Wild birds",87
2022-11-16,"USA","H5N1","Mammals",1
2022-11-17,"USA","EA H5N1","Captive birdss",1
2022-11-17,"USA","EA H5N1","Wild birds",37
2022-11-18,"USA","EA H5N1","Wild birds",6
2022-11-21,"USA","EA H5","Wild birds",6
2022-11-21,"USA","EA H5N1","Captive birdss",4
2022-11-21,"USA","EA H5N1","Wild birds",136
2022-11-21,"USA","EA/AM H5N1","Wild birds",1
2022-11-21,"USA","H5N1","Mammals",5
2022-11-22,"USA","EA H5","Wild birds",4
2022-11-22,"USA","EA H5N1","Captive birdss",4
2022-11-22,"USA","EA H5N1","Wild birds",17
2022-11-23,"USA","EA H5N1","Wild birds",1
2022-11-25,"USA","EA H5","Wild birds",1
2022-11-25,"USA","EA H5N1","Captive birdss",16
2022-11-25,"USA","EA H5N1","Wild birds",30
2022-11-28,"USA","EA H5N1","Captive birdss",4
2022-11-28,"USA","EA H5N1","Wild birds",31
2022-11-29,"USA","EA H5N1","Wild birds",11
2022-12-01,"USA","EA H5","Wild birds",1
2022-12-01,"USA","EA H5N1","Captive birdss",6
2022-12-01,"USA","EA H5N1","Wild birds",7
2022-12-02,"USA","EA H5","Captive birdss",1
2022-12-02,"USA","EA H5","Wild birds",4
2022-12-02,"USA","EA H5N1","Captive birdss",3
2022-12-02,"USA","EA H5N1","Wild birds",25
2022-12-02,"USA","H5N1","Mammals",1
2022-12-05,"USA","EA H5","Wild birds",6
2022-12-05,"USA","EA H5N1","Wild birds",33
2022-12-06,"USA","EA H5N1","Wild birds",84
2022-12-06,"USA","H5N1","Mammals",2
2022-12-07,"USA","EA H5N1","Captive birdss",8
2022-12-07,"USA","EA H5N1","Wild birds",20
2022-12-08,"USA","EA H5","Wild birds",1
2022-12-08,"USA","EA H5N1","Wild birds",61
2022-12-08,"USA","H5N1","Mammals",6
2022-12-09,"USA","EA H5","Wild birds",1
2022-12-09,"USA","EA H5N1","Captive birdss",5
2022-12-09,"USA","EA H5N1","Wild birds",67
2022-12-12,"USA","EA H5","Wild birds",1
2022-12-12,"USA","EA H5N1","Captive birdss",3
2022-12-12,"USA","EA H5N1","Wild birds",59
2022-12-13,"USA","EA H5","Wild birds",1
2022-12-13,"USA","EA H5N1","Captive birdss",2
2022-12-13,"USA","EA H5N1","Wild birds",42
2022-12-15,"USA","EA H5","Wild birds",4
2022-12-15,"USA","EA H5N1","Captive birdss",3
2022-12-15,"USA","EA H5N1","Wild birds",50
2022-12-16,"USA","EA H5","Wild birds",2
2022-12-16,"USA","EA H5N1","Captive birdss",10
2022-12-16,"USA","EA H5N1","Wild birds",59
2022-12-16,"USA","H5N1","Mammals",2
2022-12-17,"USA","EA H5","Wild birds",1
2022-12-17,"USA","EA H5N1","Wild birds",8
2022-12-20,"USA","EA H5","Wild birds",2
2022-12-20,"USA","EA H5N1","Captive birdss",14
2022-12-20,"USA","EA H5N1","Wild birds",80
2022-12-20,"USA","H5N1","Mammals",2
2022-12-21,"USA","EA H5","Wild birds",1
2022-12-21,"USA","EA H5N1","Captive birdss",2
2022-12-21,"USA","EA H5N1","Wild birds",7
2022-12-22,"USA","EA H5","Wild birds",3
2022-12-22,"USA","EA H5N1","Wild birds",54
2022-12-27,"USA","EA H5N1","Captive birdss",4
2022-12-27,"USA","EA H5N1","Wild birds",30
2022-12-29,"USA","EA H5","Wild birds",4
2022-12-29,"USA","EA H5N1","Captive birdss",1
2022-12-29,"USA","EA H5N1","Wild birds",12
2022-12-30,"USA","EA H5","Wild birds",1
2022-12-30,"USA","EA H5N1","Captive birdss",8
2022-12-30,"USA","EA H5N1","Wild birds",15
2023-01-03,"USA","EA H5N1","Wild birds",17
2023-01-03,"USA","H5N1","Mammals",3
2023-01-04,"USA","EA H5","Captive birdss",1
2023-01-04,"USA","EA H5","Wild birds",11
2023-01-04,"USA","EA H5N1","Captive birdss",10
2023-01-04,"USA","EA H5N1","Wild birds",65
2023-01-05,"USA","EA H5","Wild birds",3
2023-01-05,"USA","EA H5N1","Wild birds",15
2023-01-09,"USA","EA H5","Wild birds",1
2023-01-09,"USA","EA H5N1","Captive birdss",3
2023-01-09,"USA","EA H5N1","Wild birds",55
2023-01-09,"USA","H5N1","Mammals",1
2023-01-10,"USA","EA H5","Wild birds",2
2023-01-10,"USA","EA H5N1","Captive birdss",1
2023-01-10,"USA","EA H5N1","Wild birds",23
2023-01-11,"USA","EA H5N1","Captive birdss",1
2023-01-12,"USA","EA H5","Wild birds",1
2023-01-12,"USA","EA H5N1","Wild birds",23
2023-01-12,"USA","EA H5N1","Wild birds",7
2023-01-13,"USA","EA H5","Wild birds",1
2023-01-13,"USA","EA H5N1","Wild birds",40
2023-01-17,"USA","EA/AM H5N1","Wild birds",3
2023-01-18,"USA","EA H5N1","Captive birdss",1
2023-01-18,"USA","EA H5N1","Wild birds",49
2023-01-19,"USA","EA H5N1","Wild birds",7
2023-01-20,"USA","EA H5","Captive birdss",1
2023-01-20,"USA","EA H5N1","Captive birdss",1
2023-01-20,"USA","EA H5N1","Wild birds",17
2023-01-23,"USA","H5N1","Mammals",2
2023-01-24,"USA","EA H5N1","Wild birds",13
2023-01-24,"USA","H5N1","Mammals",1
2023-01-26,"USA","EA H5","Wild birds",2
2023-01-26,"USA","EA H5N1","Wild birds",37
2023-01-27,"USA","EA H5N1","Wild birds",7
2023-01-27,"USA","H5N1","Mammals",1
2023-01-31,"USA","EA H5","Wild birds",1
2023-01-31,"USA","EA H5N1","Captive birdss",1
2023-01-31,"USA","EA H5N1","Wild birds",21
2023-02-01,"USA","EA H5N1","Wild birds",4
2023-02-01,"USA","H5N1","Mammals",2
2023-02-03,"USA","EA H5N1","Captive birdss",1
2023-02-03,"USA","EA H5N1","Wild birds",4
2023-02-06,"USA","EA H5N1","Wild birds",3
2023-02-08,"USA","EA H5","Wild birds",1
2023-02-08,"USA","EA H5N1","Wild birds",6
2023-02-09,"USA","EA H5N1","Wild birds",1
2023-02-10,"USA","EA H5N1","Wild birds",3
