"Confirmed date","Country","State","County","HPAI strain","Species","WOAH Classification"
2022-03-04,"USA","Georgia","Camden","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Florida","Martin","EA/AM H5N1","Duck (unidentified)","Captive wild bird"
2022-03-06,"USA","Nebraska","Lancaster","EA/AM H5N1","Ross's goose","Wild bird"
2022-03-08,"USA","Missouri","Buchanan","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Ross's goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Ross's goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Ross's goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kansas","Barton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kansas","Barton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kansas","Barton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kansas","Barton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kansas","Barton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Indiana","Dubois","EA/AM H5N1","Redhead duck","Wild bird"
2022-03-08,"USA","Kentucky","Ballard","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kentucky","Ballard","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Kentucky","Fulton","EA H5N1","Snow goose","Wild bird"
2022-03-08,"USA","Kentucky","Fulton","EA H5","Snow goose","Wild bird"
2022-03-08,"USA","Tennessee","Dyer","EA H5","American green-winged teal","Wild bird"
2022-03-08,"USA","Tennessee","Dyer","EA H5","American green-winged teal","Wild bird"
2022-03-08,"USA","Tennessee","Dyer","EA H5","American green-winged teal","Wild bird"
2022-03-09,"USA","Missouri","Clay","EA H5N1","American white pelican","Wild bird"
2022-03-09,"USA","Illinois","Will","EA H5N1","Canada goose","Wild bird"
2022-03-09,"USA","Illinois","Will","EA H5","Canada goose","Wild bird"
2022-03-09,"USA","Illinois","Will","EA H5","Canada goose","Wild bird"
2022-03-09,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-09,"USA","Florida","Duval","EA H5N1","Brown pelican","Wild bird"
2022-03-09,"USA","Connecticut","New London","EA H5N1","American black duck","Wild bird"
2022-03-09,"USA","Connecticut","New London","EA H5N1","American black duck","Wild bird"
2022-03-09,"USA","Massachusetts","Middlesex","EA H5N1","Bald eagle","Captive wild bird"
2022-03-09,"USA","Massachusetts","Middlesex","EA H5N1","American crow","Captive wild bird"
2022-03-09,"USA","Massachusetts","Middlesex","EA H5","Brant","Captive wild bird"
2022-03-09,"USA","Massachusetts","Middlesex","EA H5N1","Mute swan","Captive wild bird"
2022-03-09,"USA","Massachusetts","Middlesex","EA H5N1","Great horned owl","Captive wild bird"
2022-03-09,"USA","Florida","Orange","EA/AM H5N1","Great horned owl","Captive wild bird"
2022-03-10,"USA","Iowa","Polk","EA H5N1","Mallard","Wild bird"
2022-03-10,"USA","Ohio","Erie","EA/AM H5N1","Herring gull","Wild bird"
2022-03-10,"USA","Nebraska","Douglas","EA H5N1","Canada goose","Wild bird"
2022-03-10,"USA","Missouri","St. Louis","EA H5N1","Hooded merganser","Wild bird"
2022-03-10,"USA","Iowa","Polk","EA H5N1","Mallard","Captive wild bird"
2022-03-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-11,"USA","Florida","Orange","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-03-11,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Captive wild bird"
2022-03-11,"USA","Michigan","Kalamazoo","EA H5N1","Black swan","Captive wild bird"
2022-03-11,"USA","Michigan","Kalamazoo","EA H5N1","Black swan","Captive wild bird"
2022-03-14,"USA","Nebraska","Cedar","EA H5N1","Snow goose","Wild bird"
2022-03-14,"USA","Ohio","Sandusky","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-03-14,"USA","Missouri","Randolph","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-14,"USA","Missouri","Pettis","EA/AM H5N1","Ross's goose","Wild bird"
2022-03-15,"USA","Florida","Duval","EA H5N1","Brown pelican","Wild bird"
2022-03-15,"USA","New Hampshire","Rockingham","EA H5N1","Snowy owl","Wild bird"
2022-03-15,"USA","Michigan","Monroe","EA H5","Mute swan","Wild bird"
2022-03-15,"USA","Iowa","Adair","EA H5","Snow goose","Wild bird"
2022-03-15,"USA","Illinois","Champaign","EA H5N1","Mallard","Wild bird"
2022-03-15,"USA","Iowa","Monona","EA H5N1","Ross's goose","Wild bird"
2022-03-15,"USA","Massachusetts","Middlesex","EA H5N1","Canada goose","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Sanderling","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5N1","Red-tailed hawk","Wild bird"
2022-03-16,"USA","Massachusetts","Barnstable","EA H5","Turkey vulture","Wild bird"
2022-03-16,"USA","Missouri","Holt","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Holt","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Holt","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Chariton","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Chariton","EA H5","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Chariton","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Missouri","Chariton","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Illinois","Fulton","EA H5N1","Ross's goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA H5","Ross's goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-16,"USA","Iowa","Page","EA/AM H5N1","Snow goose","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA H5","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Iowa","Plymouth","EA H5","Snow goose","Wild bird"
2022-03-18,"USA","Iowa","Plymouth","EA H5","Snow goose","Wild bird"
2022-03-18,"USA","Iowa","Plymouth","EA H5N1","Ross's goose","Wild bird"
2022-03-18,"USA","Iowa","Plymouth","EA H5N1","Ross's goose","Wild bird"
2022-03-18,"USA","Missouri","Buchanan","EA H5N1","Hooded merganser","Wild bird"
2022-03-18,"USA","Iowa","Monona","EA H5N1","Snow goose","Wild bird"
2022-03-18,"USA","South Dakota","Charles Mix","EA/AM H5N1","Snow goose","Wild bird"
2022-03-18,"USA","South Dakota","Charles Mix","EA H5N1","Snow goose","Wild bird"
2022-03-18,"USA","South Dakota","Charles Mix","EA/AM H5N1","Canada goose","Wild bird"
2022-03-18,"USA","Florida","Volusia","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Volusia","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Volusia","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Volusia","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Volusia","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","Florida","Charlotte","EA/AM H5N1","Hooded merganser","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Great blue heron","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA H5N1","Gull (unidentified)","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Great horned owl","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Great horned owl","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-18,"USA","Florida","Polk","EA H5N1","Ring-billed gull","Wild bird"
2022-03-18,"USA","South Carolina","Charleston","EA H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","South Carolina","Charleston","EA H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","North Carolina","Brunswick","EA H5N1","Brown pelican","Wild bird"
2022-03-18,"USA","North Carolina","Pamlico","EA H5","Ruddy duck","Wild bird"
2022-03-18,"USA","North Carolina","Beaufort","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","North Carolina","Davidson","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","Kansas","Norton","EA H5N1","Snow goose","Wild bird"
2022-03-18,"USA","Kansas","Norton","EA H5N1","Snow goose","Wild bird"
2022-03-18,"USA","Kansas","Mitchell","EA H5N1","Snow goose","Wild bird"
2022-03-18,"USA","Kansas","Mitchell","EA/AM H5N1","Snow goose","Wild bird"
2022-03-18,"USA","Kansas","Mitchell","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-18,"USA","Florida","Leon","EA H5","Lesser scaup","Captive wild bird"
2022-03-21,"USA","Tennessee","Dyer","EA H5N1","American green-winged teal","Wild bird"
2022-03-21,"USA","Tennessee","Dyer","EA H5N1","Mallard","Wild bird"
2022-03-21,"USA","Ohio","Ottawa","EA/AM H5N1","Canada goose","Wild bird"
2022-03-22,"USA","Iowa","Harrison","EA H5N1","Snow goose","Wild bird"
2022-03-22,"USA","Iowa","Harrison","EA H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","Iowa","Harrison","EA H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","Illinois","Champaign","EA H5N1","Canada goose","Wild bird"
2022-03-22,"USA","Illinois","Sangamon","EA H5N1","Canada goose","Wild bird"
2022-03-22,"USA","Iowa","Cerro Gordo","EA H5","Red-tailed hawk","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Canada goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Canada goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Snow goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA H5N1","Snow goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA H5N1","Snow goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Snow goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA/AM H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","South Dakota","Beadle","EA H5N1","Ross's goose","Wild bird"
2022-03-22,"USA","Nebraska","Otoe","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-22,"USA","Nebraska","Brown","EA H5N1","Swan (unidentified)","Wild bird"
2022-03-22,"USA","Florida","Volusia","EA H5N1","Royal tern","Captive wild bird"
2022-03-22,"USA","Iowa","Woodbury","EA H5N1","Snow goose","Wild bird"
2022-03-22,"USA","Iowa","Woodbury","EA H5","Snow goose","Wild bird"
2022-03-24,"USA","North Dakota","Burleigh","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA H5N1","Ross's goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA H5N1","Ross's goose","Wild bird"
2022-03-24,"USA","Colorado","Sedgwick","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Iowa","Dickinson","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Iowa","Dickinson","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Iowa","Dickinson","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","Iowa","Dickinson","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","New York","Cayuga","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","New York","Cayuga","EA/AM H5N1","Snow goose","Wild bird"
2022-03-24,"USA","New York","Cayuga","EA H5","Snow goose","Wild bird"
2022-03-24,"USA","New York","Cayuga","EA H5N1","Snow goose","Wild bird"
2022-03-24,"USA","New York","Cayuga","EA/AM H5N1","Duck (unidentified)","Wild bird"
2022-03-24,"USA","Pennsylvania","Chester","EA H5N1","Bald eagle","Wild bird"
2022-03-24,"USA","South Dakota","Stanley","EA/AM H5N1","Canada goose","Wild bird"
2022-03-24,"USA","South Dakota","Stanley","EA/AM H5N1","Canada goose","Wild bird"
2022-03-24,"USA","South Dakota","Stanley","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","Macomb","EA H5N1","Snowy owl","Wild bird"
2022-03-24,"USA","Michigan","Macomb","EA H5N1","Snowy owl","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Tundra swan","Wild bird"
2022-03-24,"USA","Michigan","St. Clair","EA H5N1","Tundra swan","Wild bird"
2022-03-24,"USA","Ohio","Guernsey","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-24,"USA","Maine","York","EA H5N1","Canada goose","Wild bird"
2022-03-24,"USA","New York","Onondaga","EA/AM H5N1","Merganser (unidentified)","Captive wild bird"
2022-03-24,"USA","Michigan","Monroe","EA H5N1","Barred owl","Captive wild bird"
2022-03-25,"USA","New York","Suffolk","EA H5N1","Pheasant (unidentified)","Wild bird"
2022-03-25,"USA","New York","Suffolk","EA H5N1","Pheasant (unidentified)","Wild bird"
2022-03-25,"USA","New York","Suffolk","EA H5N1","Pheasant (unidentified)","Wild bird"
2022-03-27,"USA","Florida","Dixie","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-27,"USA","Florida","Dixie","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-28,"USA","New York","Seneca","EA H5N1","Snowy owl","Wild bird"
2022-03-28,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-03-28,"USA","Florida","Orange","EA H5EA/AM H5N1","Black vulture","Wild bird"
2022-03-28,"USA","Florida","Orange","EA H5","Black vulture","Wild bird"
2022-03-28,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-03-28,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-03-28,"USA","South Dakota","Codington","EA/AM H5N1","Great horned owl","Wild bird"
2022-03-28,"USA","South Dakota","Aurora","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","South Dakota","Day","EA H5N1","Snow goose","Wild bird"
2022-03-28,"USA","South Dakota","Kingsbury","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Oklahoma","Payne","EA H5","Mallard","Wild bird"
2022-03-28,"USA","Florida","Seminole","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Florida","Seminole","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Florida","Duval","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","South Carolina","Lexington","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Kansas","Riley","EA H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Kansas","Clay","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA H5","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jewell","EA/AM H5N1","Snow goose","Wild bird"
2022-03-28,"USA","Kansas","Jefferson","EA H5N1","American white pelican","Wild bird"
2022-03-28,"USA","Georgia","Glynn","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Georgia","Chatham","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Georgia","Liberty","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-28,"USA","Ohio","Cuyahoga","EA/AM H5N1","Canada goose","Wild bird"
2022-03-28,"USA","Ohio","Cuyahoga","EA/AM H5N1","Canada goose","Wild bird"
2022-03-28,"USA","Pennsylvania","Venango","EA H5N1","Merganser (unidentified)","Wild bird"
2022-03-28,"USA","Pennsylvania","Venango","EA H5N1","Merganser (unidentified)","Wild bird"
